1.8.4,건축과,1.8,,
1.8.5,녹지공원과,1.8,,
,,,,
1.8.1.1,재난관리계,1.8.1,,
1.8.1.2,민방위계,1.8.1,,
1.8.1.3,도로관리계,1.8.1,,
1.8.1.4,재난대응계,1.8.1,,
1.8.1.5,통합관제계,1.8.1,,
,,,,
1.8.2.1,재생정책계,1.8.2,,
1.8.2.2,재생사업계,1.8.2,,
1.8.2.3,광고물계,1.8.2,,
1.8.2.4,도로조명계,1.8.2,,
,,,,
1.8.3.1,건설행정계,1.8.3,,
1.8.3.2,도시계획계,1.8.3,,
1.8.3.3,토목1계,1.8.3,,
1.8.3.4,토목2계,1.8.3,,
1.8.3.5,하수계,1.8.3,,
,,,,
1.8.4.1,건축행정계,1.8.4,,
1.8.4.2,건축계,1.8.4,,
1.8.4.3,주택계,1.8.4,,
1.8.4.4,공동주택관리계,1.8.4,,
1.8.4.5,재개발계,1.8.4,,
,,,,
1.8.5.1,녹지계,1.8.5,,
1.8.5.2,공원계,1.8.5,,
1.8.5.3,산림계,1.8.5,,
1.8.5.4,온천천계,1.8.5,,
,,,,
,,,,
1.11.1,보건행정과,1.11,,
1.11.2,건강증진과,1.11,,
,,,,
1.11.1.1,보건행정계,1.11.1,,
1.11.1.2,의약계,1.11.1,,
1.11.1.3,감염병예방계,1.11.1,,
1.11.1.4,감염병대응계,1.11.1,,
,,,,
1.11.2.1,건강증진계,1.11.2,,
1.11.2.2,지역보건계,1.11.2,,
1.11.2.3,동건강지원계,1.11.2,,
,,,,
1.12.1,운영계,1.12,,
1.12.2,공연시설계,1.12,,
1.12.3,문화사업계,1.12,,
